,match_id,batting_team,bowling_team,runs_x,current_score,wickets_left,crr,city,runs_y,balls_left,last_five
51857,772,New Zealand,Sri Lanka,0,0,10,0.0,Pallekele,142,118,19.0
23343,452,New Zealand,Sri Lanka,0,65,10,11.14,Wellington,162,85,19.0
34230,564,Pakistan,England,1,77,8,7.45,Barbados,147,58,19.0
40782,631,South Africa,New Zealand,6,117,7,9.24,Auckland,165,44,19.0
38512,609,Pakistan,South Africa,1,36,6,5.68,Abu Dhabi,120,82,19.0
46850,705,New Zealand,South Africa,0,27,6,4.26,Durban,86,82,18.0
60303,893,South Africa,Sri Lanka,1,58,6,6.69,Johannesburg,113,68,19.0
38432,608,New Zealand,Sri Lanka,1,56,5,5.25,Lauderhill,81,56,22.0
28,2,Australia,Sri Lanka,1,42,10,8.69,Melbourne,168,91,21.0
12176,152,New Zealand,India,2,19,9,6.0,Auckland,158,101,21.0
40968,635,West Indies,England,1,28,10,8.84,London,125,101,19.0
54630,809,Pakistan,South Africa,1,45,8,5.87,Cape Town,176,74,19.0
8059,98,Bangladesh,India,0,35,8,6.77,Colombo,139,89,20.0
24105,461,West Indies,Bangladesh,5,59,9,6.94,Johannesburg,164,69,20.0
35,2,Australia,Sri Lanka,1,47,10,7.83,Melbourne,168,84,21.0
30660,529,South Africa,India,2,70,8,6.67,Nottingham,130,57,21.0
11340,143,Bangladesh,West Indies,1,55,7,6.47,Lauderhill,171,69,24.0
56215,824,New Zealand,Pakistan,0,127,4,6.99,Dubai,144,11,24.0
8270,99,Sri Lanka,Bangladesh,4,183,6,10.46,Colombo,214,15,29.0
45179,676,West Indies,Australia,0,134,5,7.88,St Lucia,150,18,30.0
54673,809,Pakistan,South Africa,1,126,8,8.49,Cape Town,176,31,30.0
53609,800,India,Australia,1,24,9,7.58,Mirpur,159,101,31.0
33768,558,Australia,Pakistan,6,155,8,9.79,St Lucia,191,25,32.0
35925,578,Australia,England,0,7,8,3.82,Barbados,147,109,33.0
22516,445,South Africa,New Zealand,0,99,7,8.14,Johannesburg,133,47,33.0
34291,564,Pakistan,England,2,139,1,7.01,Barbados,147,1,32.0
64455,961,Bangladesh,India,0,64,7,6.98,Mirpur,120,65,34.0
50035,742,England,West Indies,1,104,9,8.43,Barbados,165,46,30.0
28034,497,Australia,England,2,145,6,7.25,Manchester,145,0,26.0
3903,55,Bangladesh,Sri Lanka,1,50,10,10.0,Colombo,176,90,26.0
845,12,South Africa,New Zealand,0,139,7,9.16,Auckland,185,29,31.0
35918,578,Australia,England,1,5,9,5.0,Barbados,147,114,31.0
39802,621,South Africa,Australia,1,84,7,5.93,Cape Town,146,35,32.0
29386,515,South Africa,New Zealand,1,28,10,6.72,London,128,95,30.0
22385,444,Australia,New Zealand,0,92,6,8.62,Auckland,214,56,28.0
24994,470,South Africa,England,0,83,7,7.11,Cape Town,154,50,28.0
57740,858,Australia,South Africa,2,54,9,10.8,Durban,157,90,28.0
45959,695,India,Sri Lanka,0,8,9,3.69,Pallekele,155,107,28.0
26886,485,New Zealand,England,1,118,3,6.16,Manchester,123,5,30.0
56388,826,South Africa,Australia,4,36,8,6.0,Melbourne,101,84,30.0
24072,461,West Indies,Bangladesh,1,19,9,5.43,Johannesburg,164,99,30.0
43697,663,Pakistan,India,1,115,4,6.7,Colombo,128,17,30.0
8425,101,India,Bangladesh,0,12,10,4.8,Colombo,176,105,25.0
48225,716,Sri Lanka,Australia,4,86,7,6.45,Melbourne,161,40,26.0
42667,655,Bangladesh,Pakistan,4,90,8,9.0,Pallekele,175,60,25.0
33491,555,Pakistan,Bangladesh,1,88,10,8.38,St Lucia,172,57,24.0
47532,710,New Zealand,England,4,183,5,9.31,Hamilton,192,2,26.0
557,10,New Zealand,Bangladesh,1,71,7,8.69,Mount Maunganui,195,71,27.0
54667,809,Pakistan,South Africa,4,108,8,7.81,Cape Town,176,37,25.0
60435,894,South Africa,Sri Lanka,1,83,9,7.78,Cape Town,169,56,25.0
41980,648,New Zealand,Bangladesh,1,45,9,6.59,Pallekele,191,79,24.0
13069,159,New Zealand,Pakistan,1,52,9,8.21,Dubai,153,82,23.0
59332,874,New Zealand,Sri Lanka,4,39,10,14.62,Mount Maunganui,182,104,23.0
27940,497,Australia,England,1,35,10,7.0,Manchester,145,90,23.0
15178,220,England,South Africa,2,202,3,10.18,Durban,204,1,23.0
43539,662,South Africa,Australia,2,77,6,6.16,Colombo,146,45,27.0
35339,573,New Zealand,England,0,53,9,6.24,St Lucia,149,69,27.0
57546,836,Pakistan,Sri Lanka,1,100,7,7.14,Colombo,175,36,26.0
38508,609,Pakistan,South Africa,1,30,7,5.29,Abu Dhabi,120,86,30.0
41672,642,England,Pakistan,1,110,4,6.06,Abu Dhabi,129,11,29.0
30129,523,New Zealand,Pakistan,4,27,9,8.53,London,99,101,30.0
55195,815,South Africa,West Indies,0,213,6,11.72,Johannesburg,231,11,32.0
512,10,New Zealand,Bangladesh,4,8,9,8.0,Mount Maunganui,195,114,30.0
57936,859,South Africa,Australia,1,153,5,8.91,Johannesburg,204,17,30.0
19884,309,Pakistan,England,4,81,8,8.68,Manchester,190,64,30.0
5082,68,New Zealand,West Indies,0,137,9,11.26,Mount Maunganui,243,47,36.0
41053,635,West Indies,England,0,111,5,6.47,London,125,17,41.0
26520,482,India,Pakistan,0,117,6,7.09,Johannesburg,157,21,40.0
53764,802,Sri Lanka,New Zealand,0,43,7,5.73,Chittagong,119,75,39.0
22365,444,Australia,New Zealand,1,65,6,8.86,Auckland,214,76,39.0
33442,555,Pakistan,Bangladesh,1,20,10,8.57,St Lucia,172,106,40.0
45963,695,India,Sri Lanka,4,19,9,7.12,Pallekele,155,104,40.0
4724,65,Sri Lanka,India,1,46,9,12.55,Colombo,170,98,40.0
39365,618,Pakistan,South Africa,2,34,9,8.5,Abu Dhabi,119,96,39.0
27765,495,Australia,West Indies,6,72,9,9.39,Barbados,97,74,39.0
50619,747,South Africa,Australia,2,128,3,6.4,Centurion,128,0,43.0
46615,701,Australia,England,6,82,9,10.7,Southampton,248,74,43.0
21264,431,West Indies,New Zealand,1,94,5,9.72,Auckland,180,62,44.0
25291,472,New Zealand,England,4,158,2,8.1,Durban,164,3,43.0
2746,33,England,Australia,1,137,4,6.91,Melbourne,137,1,43.0
31395,537,India,New Zealand,0,62,7,6.53,Wellington,149,63,43.0
53908,803,Bangladesh,Australia,2,81,8,7.25,Mirpur,153,53,40.0
51686,770,Sri Lanka,England,1,92,6,7.26,London,183,44,39.0
24757,468,New Zealand,India,1,110,5,7.59,Johannesburg,190,33,37.0
36908,586,Pakistan,New Zealand,0,32,10,6.62,Dubai,161,91,39.0
3058,36,England,New Zealand,1,70,8,7.92,Hamilton,194,67,37.0
10696,138,Australia,India,0,30,8,6.21,Melbourne,132,91,41.0
59380,874,New Zealand,Sri Lanka,0,101,10,9.47,Mount Maunganui,182,56,43.0
35879,577,Pakistan,Australia,0,118,7,7.87,St Lucia,191,30,37.0
42086,649,England,Afghanistan,4,27,9,6.0,Colombo,196,93,32.0
56761,829,England,South Africa,4,57,9,8.14,Johannesburg,171,78,35.0
48472,719,New Zealand,Sri Lanka,2,70,3,5.19,Pallekele,74,39,38.0
47467,710,New Zealand,England,1,76,9,8.44,Hamilton,192,66,39.0
43160,659,India,Australia,1,74,7,6.83,Colombo,140,55,39.0
41198,639,Sri Lanka,Pakistan,0,4,10,3.43,Abu Dhabi,141,113,41.0
30061,522,South Africa,West Indies,1,107,8,8.79,London,183,47,42.0
17316,243,New Zealand,India,4,101,9,9.32,Auckland,203,55,39.0
11457,144,Bangladesh,West Indies,1,79,8,10.09,Lauderhill,184,73,39.0
22398,444,Australia,New Zealand,1,116,6,9.04,Auckland,214,43,47.0
51442,766,West Indies,New Zealand,1,86,6,6.7,Wellington,159,43,46.0
47849,713,Pakistan,Australia,1,85,9,7.08,Dubai,151,48,43.0
52242,786,Sri Lanka,South Africa,6,50,8,8.57,Chittagong,165,85,44.0
5968,78,England,India,1,135,4,7.86,Manchester,159,17,44.0
10226,133,Sri Lanka,South Africa,1,109,5,6.41,Cape Town,134,18,43.0
11510,144,Bangladesh,West Indies,4,146,6,9.12,Lauderhill,184,24,43.0
77,2,Australia,Sri Lanka,1,92,8,7.17,Melbourne,168,43,44.0
54192,805,Sri Lanka,West Indies,1,120,6,7.2,Mirpur,160,20,44.0
47720,712,Australia,Pakistan,1,53,5,4.97,Dubai,89,56,44.0
32667,547,New Zealand,Sri Lanka,0,98,7,6.61,Colombo,141,31,40.0
43333,660,New Zealand,England,2,134,5,7.18,Pallekele,148,8,44.0
35495,574,India,Sri Lanka,0,117,8,8.56,St Lucia,163,38,44.0
12884,157,Pakistan,Australia,1,122,8,7.47,Dubai,150,22,42.0
2943,35,New Zealand,Australia,6,139,9,12.64,Auckland,243,54,41.0
8476,101,India,Bangladesh,6,78,9,7.2,Colombo,176,55,41.0
38686,612,India,South Africa,1,119,6,8.3,Durban,168,34,38.0
51231,752,Sri Lanka,Pakistan,2,182,8,10.02,Dubai,211,11,39.0
41353,640,Pakistan,England,0,47,9,8.06,Dubai,144,85,41.0
49957,741,England,West Indies,0,151,4,7.68,Barbados,152,2,37.0
55944,822,England,New Zealand,6,137,6,9.13,Manchester,191,30,34.0
23199,451,Australia,England,4,20,10,10.91,Sydney,221,109,35.0
25450,474,Sri Lanka,Bangladesh,0,37,8,6.73,Johannesburg,147,87,36.0
39962,622,Australia,South Africa,6,135,3,6.98,Johannesburg,147,4,36.0
32087,543,South Africa,England,1,1,10,2.0,Centurion,241,117,39.0
60321,893,South Africa,Sri Lanka,0,74,5,6.34,Johannesburg,113,50,38.0
46835,705,New Zealand,South Africa,0,19,9,4.96,Durban,86,97,41.0
57239,834,New Zealand,South Africa,0,45,10,9.31,Centurion,177,91,47.0
10836,139,Australia,India,4,64,10,8.0,Sydney,164,72,45.0
23265,451,Australia,England,1,149,7,11.61,Sydney,221,43,46.0
8357,100,Sri Lanka,India,6,102,7,9.42,Colombo,152,55,45.0
53688,800,India,Australia,2,106,6,6.77,Mirpur,159,26,41.0
5034,68,New Zealand,West Indies,0,50,10,11.11,Mount Maunganui,243,93,38.0
32524,546,Pakistan,Sri Lanka,1,93,7,8.09,Colombo,172,51,40.0
35733,576,Sri Lanka,England,1,74,6,5.77,St Lucia,128,43,46.0
4711,65,Sri Lanka,India,4,9,10,6.0,Colombo,170,111,48.0
4734,65,Sri Lanka,India,1,52,8,9.75,Colombo,170,88,47.0
60476,894,South Africa,Sri Lanka,1,136,5,7.85,Cape Town,169,16,47.0
32786,548,New Zealand,Sri Lanka,1,119,8,8.4,Colombo,170,35,45.0
12773,156,Pakistan,Australia,1,131,6,7.08,Dubai,147,9,40.0
52781,790,South Africa,New Zealand,0,67,7,6.0,Chittagong,170,53,40.0
34934,570,West Indies,India,0,13,10,4.59,Barbados,169,103,36.0
23555,454,South Africa,India,0,2,10,1.71,Johannesburg,126,113,35.0
53864,803,Bangladesh,Australia,0,13,8,3.39,Mirpur,153,97,32.0
27030,487,New Zealand,South Africa,0,14,9,5.6,Johannesburg,129,105,29.0
27190,488,West Indies,South Africa,0,41,7,5.12,Johannesburg,131,72,29.0
25525,474,Sri Lanka,Bangladesh,2,117,5,6.62,Johannesburg,147,14,28.0
56663,828,England,South Africa,0,79,6,6.87,Cape Town,134,51,29.0
10463,135,South Africa,Sri Lanka,4,135,8,8.8,Johannesburg,198,28,30.0
30634,529,South Africa,India,0,47,9,7.62,Nottingham,130,83,34.0
2262,27,West Indies,Pakistan,0,12,10,5.54,Abu Dhabi,103,107,34.0
33572,557,India,South Africa,0,19,9,5.18,St Lucia,186,98,32.0
41801,643,West Indies,Bangladesh,1,122,4,6.48,Mirpur,132,7,38.0
12752,156,Pakistan,Australia,1,105,8,6.92,Dubai,147,29,38.0
42952,657,West Indies,England,1,143,7,8.67,Pallekele,179,21,38.0
7983,97,India,Sri Lanka,0,104,7,8.21,Colombo,174,44,38.0
57611,837,Sri Lanka,Pakistan,0,32,8,8.0,Colombo,172,96,38.0
60443,894,South Africa,Sri Lanka,0,98,9,8.17,Cape Town,169,48,36.0
43294,660,New Zealand,England,0,68,6,5.59,Pallekele,148,47,36.0
43033,658,South Africa,Pakistan,1,43,7,4.37,Colombo,133,61,42.0
41498,641,England,Pakistan,0,79,6,8.03,Dubai,150,61,43.0
50537,747,South Africa,Australia,1,38,8,5.7,Centurion,128,80,30.0
12040,151,New Zealand,India,4,12,10,8.0,Wellington,219,111,27.0
21123,423,Australia,India,1,69,9,8.45,Sydney,186,71,28.0
55023,814,South Africa,West Indies,1,88,7,7.88,Cape Town,165,53,32.0
37655,600,England,Pakistan,1,20,9,4.62,Dubai,148,94,33.0
35753,576,Sri Lanka,England,0,88,6,5.56,St Lucia,128,25,33.0
58685,868,England,Pakistan,6,150,5,8.49,Dubai,172,14,33.0
41428,640,Pakistan,England,1,128,5,6.98,Dubai,144,10,36.0
47275,708,Pakistan,South Africa,0,173,5,9.89,Centurion,195,15,35.0
33394,554,Afghanistan,India,0,80,7,5.45,St Lucia,115,32,35.0
37105,587,Pakistan,New Zealand,1,124,5,7.59,Dubai,153,22,31.0
49892,741,England,West Indies,2,48,7,5.33,Barbados,152,66,31.0
47641,711,New Zealand,England,1,117,5,6.62,Wellington,139,14,31.0
55234,816,Pakistan,Australia,0,23,8,5.11,Dubai,96,93,30.0
54254,806,South Africa,India,1,46,8,7.26,Mirpur,172,82,31.0
38703,612,India,South Africa,1,143,5,8.33,Durban,168,17,31.0
27013,486,Australia,India,2,164,5,8.27,Mumbai,166,1,31.0
10411,135,South Africa,Sri Lanka,1,42,9,6.3,Johannesburg,198,80,30.0
29716,519,England,South Africa,1,97,2,5.6,Nottingham,111,16,30.0
23974,457,West Indies,South Africa,6,84,10,10.08,Johannesburg,205,70,27.0
2017,25,West Indies,Pakistan,1,16,7,5.33,Dubai,115,102,28.0
55124,815,South Africa,West Indies,2,80,8,10.91,Johannesburg,231,76,27.0
38874,614,New Zealand,Pakistan,4,39,9,8.36,Hamilton,185,92,24.0
42375,652,Pakistan,New Zealand,0,27,10,6.75,Pallekele,177,96,25.0
48868,730,Sri Lanka,Bangladesh,4,45,9,10.8,Pallekele,198,95,30.0
41534,641,England,Pakistan,0,118,5,7.61,Dubai,150,27,30.0
52255,786,Sri Lanka,South Africa,1,69,8,8.62,Chittagong,165,72,29.0
16658,237,India,West Indies,1,177,8,10.95,Mumbai,240,23,28.0
46657,701,Australia,England,6,171,8,11.79,Southampton,248,33,28.0
7985,97,India,Sri Lanka,0,105,7,8.08,Colombo,174,42,28.0
44242,668,Sri Lanka,Pakistan,4,34,10,5.67,Colombo,139,84,27.0
40144,624,Sri Lanka,Australia,2,75,8,8.65,Pallekele,157,68,28.0
10870,139,Australia,India,1,91,6,6.82,Sydney,164,40,28.0
34692,568,New Zealand,Pakistan,0,35,9,8.08,Barbados,133,94,32.0
51127,752,Sri Lanka,Pakistan,1,16,10,8.0,Dubai,211,108,35.0
12914,158,Pakistan,New Zealand,2,7,10,5.25,Abu Dhabi,148,112,35.0
12071,151,New Zealand,India,4,71,10,10.92,Wellington,219,81,35.0
12375,153,New Zealand,India,0,151,7,10.07,Hamilton,212,30,35.0
13099,159,New Zealand,Pakistan,1,74,7,6.53,Dubai,153,52,34.0
17591,245,India,New Zealand,1,132,7,8.16,Hamilton,179,23,34.0
35671,576,Sri Lanka,England,4,18,9,7.2,St Lucia,128,105,34.0
25030,470,South Africa,England,1,115,4,6.57,Cape Town,154,15,33.0
60791,908,Pakistan,Bangladesh,1,73,9,9.32,Kolkata,201,73,33.0
60142,880,West Indies,Sri Lanka,1,103,6,7.92,Colombo,162,42,34.0
30232,525,England,India,0,3,10,2.25,London,153,112,33.0
38850,614,New Zealand,Pakistan,1,1,9,1.0,Hamilton,185,114,33.0
34454,566,Australia,India,1,56,10,8.62,Barbados,184,81,33.0
25845,477,Sri Lanka,Australia,4,34,5,4.34,Cape Town,101,73,33.0
34874,569,England,South Africa,0,113,8,8.48,Barbados,168,40,34.0
38920,614,New Zealand,Pakistan,1,93,8,7.86,Hamilton,185,49,29.0
15089,220,England,South Africa,2,44,9,8.25,Durban,204,88,25.0
23999,457,West Indies,South Africa,2,131,10,10.92,Johannesburg,205,48,27.0
4756,65,Sri Lanka,India,6,80,7,8.89,Colombo,170,66,27.0
5011,68,New Zealand,West Indies,1,6,10,7.2,Mount Maunganui,243,115,29.0
38373,608,New Zealand,Sri Lanka,0,3,10,2.57,Lauderhill,81,113,28.0
31356,537,India,New Zealand,4,28,10,9.33,Wellington,149,102,29.0
40318,625,Australia,India,0,140,7,8.4,Sydney,171,20,26.0
45652,692,West Indies,New Zealand,0,89,8,7.42,Lauderhill,177,48,25.0
50824,749,South Africa,Pakistan,1,102,9,7.75,Dubai,150,41,22.0
40990,635,West Indies,England,2,55,9,8.05,London,125,79,22.0
61286,912,Pakistan,India,0,40,9,4.8,Kolkata,118,70,21.0
55932,822,England,New Zealand,1,108,6,8.31,Manchester,191,42,23.0
23702,455,West Indies,England,2,57,9,11.79,London,208,91,28.0
27178,488,West Indies,South Africa,0,31,8,5.03,Johannesburg,131,83,37.0
54601,809,Pakistan,South Africa,0,13,10,4.33,Cape Town,176,102,36.0
1890,24,West Indies,India,0,22,10,8.8,Lauderhill,143,105,35.0
1981,24,West Indies,India,1,123,3,7.17,Lauderhill,143,17,36.0
59802,877,Pakistan,New Zealand,1,161,5,8.62,Hamilton,168,8,36.0
56200,824,New Zealand,Pakistan,6,106,6,6.69,Dubai,144,25,36.0
57096,833,New Zealand,South Africa,0,5,10,4.29,Durban,151,113,37.0
28483,501,Australia,South Africa,2,177,3,9.48,Melbourne,182,8,38.0
27734,495,Australia,West Indies,0,26,10,9.18,Barbados,97,103,36.0
38780,613,Pakistan,New Zealand,1,69,4,7.14,Auckland,143,62,36.0
46641,701,Australia,England,4,137,8,11.58,Southampton,248,49,41.0
28269,500,South Africa,Australia,1,24,9,6.0,Centurion,156,96,40.0
45213,677,West Indies,Australia,1,31,10,12.4,Barbados,160,105,39.0
59679,876,Pakistan,New Zealand,0,168,2,8.69,Auckland,171,4,44.0
54444,807,India,Sri Lanka,1,117,8,6.69,Mirpur,130,15,45.0
30945,531,Sri Lanka,West Indies,0,127,6,7.33,London,158,16,45.0
56387,826,South Africa,Australia,1,32,8,5.49,Melbourne,101,85,41.0
3902,55,Bangladesh,Sri Lanka,1,49,10,10.14,Colombo,176,91,42.0
42175,649,England,Afghanistan,6,174,6,9.24,Colombo,196,7,46.0
53745,802,Sri Lanka,New Zealand,0,29,8,6.69,Chittagong,119,94,45.0
40211,624,Sri Lanka,Australia,0,150,2,7.69,Pallekele,157,3,40.0
37684,600,England,Pakistan,0,55,9,6.0,Dubai,148,65,41.0
25684,476,India,England,2,15,10,6.92,Durban,218,107,42.0
2821,34,New Zealand,England,1,109,9,8.96,Wellington,196,47,45.0
32804,548,New Zealand,Sri Lanka,1,149,7,8.68,Colombo,170,17,45.0
2463,31,New Zealand,Australia,6,82,5,5.59,Sydney,117,32,40.0
41339,640,Pakistan,England,0,37,9,10.57,Dubai,144,99,40.0
60767,908,Pakistan,Bangladesh,1,38,9,9.5,Kolkata,201,96,41.0
25844,477,Sri Lanka,Australia,0,30,5,3.91,Cape Town,101,74,41.0
3519,52,West Indies,Pakistan,1,19,9,5.7,Barbados,111,100,40.0
33119,551,Australia,Pakistan,1,67,8,8.04,Melbourne,127,70,40.0
51783,771,New Zealand,Bangladesh,1,79,9,9.12,Mirpur,204,68,40.0
35625,575,West Indies,Australia,2,84,2,5.86,St Lucia,105,34,36.0
26814,485,New Zealand,England,2,42,8,5.86,Manchester,123,77,33.0
59147,872,Sri Lanka,England,1,88,5,7.04,Southampton,140,45,31.0
43007,658,South Africa,Pakistan,0,28,8,5.09,Colombo,133,87,41.0
30922,531,Sri Lanka,West Indies,4,86,7,6.37,London,158,39,44.0
35186,572,Pakistan,South Africa,0,14,8,3.82,St Lucia,148,98,44.0
59873,878,New Zealand,Pakistan,0,89,8,8.48,Wellington,196,57,42.0
34785,568,New Zealand,Pakistan,1,123,4,6.42,Barbados,133,5,43.0
42490,653,India,England,1,18,10,7.71,Colombo,170,106,45.0
29648,519,England,South Africa,0,27,7,4.05,Nottingham,111,80,45.0
29272,513,Australia,Sri Lanka,1,48,9,8.73,Nottingham,159,87,45.0
24752,468,New Zealand,India,1,102,5,7.46,Johannesburg,190,38,44.0
43001,658,South Africa,Pakistan,1,25,9,5.56,Colombo,133,93,43.0
9179,109,England,Sri Lanka,0,52,8,10.06,Colombo,187,89,47.0
60272,893,South Africa,Sri Lanka,0,16,8,4.36,Johannesburg,113,98,47.0
60984,909,Afghanistan,Sri Lanka,4,136,4,7.22,Kolkata,153,7,47.0
12356,153,New Zealand,India,4,118,9,9.97,Hamilton,212,49,46.0
31485,538,New Zealand,West Indies,1,29,9,6.96,Auckland,155,95,45.0
59741,877,Pakistan,New Zealand,1,56,8,6.0,Hamilton,168,64,43.0
31050,532,Sri Lanka,Pakistan,1,77,4,5.31,London,138,33,43.0
2792,34,New Zealand,England,1,57,9,7.77,Wellington,196,76,45.0
44209,668,Sri Lanka,Pakistan,1,5,10,7.5,Colombo,139,116,45.0
22257,443,England,Australia,2,93,8,9.3,Southampton,179,60,49.0
15250,221,South Africa,England,0,114,7,9.77,Centurion,222,50,53.0
59787,877,Pakistan,New Zealand,0,128,7,7.84,Hamilton,168,22,46.0
46515,699,New Zealand,England,1,116,8,9.67,London,201,48,49.0
9305,120,South Africa,Sri Lanka,6,48,7,8.23,Colombo,98,85,49.0
5250,69,Pakistan,New Zealand,6,105,1,5.38,Wellington,105,3,50.0
34564,567,Sri Lanka,West Indies,0,29,9,6.44,Barbados,195,93,50.0
55274,816,Pakistan,Australia,0,47,4,4.41,Dubai,96,56,51.0
44150,667,India,South Africa,0,71,6,6.45,Colombo,152,54,44.0
59162,872,Sri Lanka,England,0,109,4,7.27,Southampton,140,30,44.0
23256,451,Australia,England,0,133,7,11.74,Sydney,221,52,45.0
54252,806,South Africa,India,0,44,8,7.14,Mirpur,172,83,45.0
12989,158,Pakistan,New Zealand,0,91,7,6.66,Abu Dhabi,148,38,48.0
40422,626,Australia,India,0,93,6,6.89,Melbourne,131,39,42.0
2476,31,New Zealand,Australia,1,92,4,5.47,Sydney,117,19,43.0
44873,673,South Africa,England,0,69,5,8.28,Manchester,77,70,44.0
34993,570,West Indies,India,6,87,9,7.05,Barbados,169,46,40.0
36925,586,Pakistan,New Zealand,1,55,9,7.33,Dubai,161,75,39.0
19712,308,Pakistan,England,1,10,10,6.0,Manchester,195,110,39.0
33310,554,Afghanistan,India,0,3,10,3.0,St Lucia,115,114,37.0
43353,661,West Indies,Sri Lanka,0,4,10,2.18,Pallekele,129,109,33.0
23346,452,New Zealand,Sri Lanka,0,72,10,11.37,Wellington,162,82,34.0
32310,544,Australia,Pakistan,1,99,2,5.94,Dubai,108,20,31.0
37545,599,Pakistan,England,0,26,8,4.11,Dubai,129,82,30.0
12949,158,Pakistan,New Zealand,1,40,8,5.58,Abu Dhabi,148,77,31.0
47321,709,England,New Zealand,1,41,9,8.2,Auckland,214,90,33.0
44245,668,Sri Lanka,Pakistan,0,35,10,5.38,Colombo,139,81,33.0
53400,798,South Africa,England,1,86,10,8.46,Chittagong,196,59,33.0
42090,649,England,Afghanistan,1,39,9,7.55,Colombo,196,89,33.0
595,10,New Zealand,Bangladesh,0,150,7,10.34,Mount Maunganui,195,33,35.0
43258,660,New Zealand,England,1,42,8,6.46,Pallekele,148,81,34.0
53516,799,Pakistan,Bangladesh,1,68,9,8.0,Mirpur,190,69,31.0
38427,608,New Zealand,Sri Lanka,4,50,5,5.08,Lauderhill,81,61,26.0
35154,571,Australia,Sri Lanka,0,145,5,7.77,Barbados,168,8,31.0
6910,87,India,South Africa,0,43,9,12.9,Johannesburg,203,100,32.0
35975,578,Australia,England,0,47,6,4.7,Barbados,147,60,28.0
54031,804,West Indies,Pakistan,0,61,7,5.9,Mirpur,166,58,28.0
43951,665,Sri Lanka,England,1,156,5,8.43,Pallekele,169,9,28.0
59886,878,New Zealand,Pakistan,1,111,6,9.0,Wellington,196,46,28.0
55008,814,South Africa,West Indies,1,64,8,7.25,Cape Town,165,67,28.0
678,11,New Zealand,Bangladesh,1,46,7,5.87,Mount Maunganui,194,73,28.0
34870,569,England,South Africa,0,100,8,7.89,Barbados,168,44,24.0
17506,245,India,New Zealand,2,17,10,8.5,Hamilton,179,108,24.0
2250,27,West Indies,Pakistan,3,3,10,18.0,Abu Dhabi,103,119,25.0
7182,89,India,South Africa,2,61,9,8.93,Cape Town,172,79,26.0
51950,772,New Zealand,Sri Lanka,1,100,5,6.32,Pallekele,142,25,26.0
25686,476,India,England,0,15,10,6.0,Durban,218,105,25.0
44178,667,India,South Africa,1,111,6,7.16,Colombo,152,27,26.0
8756,103,Bangladesh,India,6,126,5,7.79,Colombo,166,23,26.0
2774,34,New Zealand,England,1,39,10,8.67,Wellington,196,93,26.0
31657,539,New Zealand,West Indies,0,130,9,11.14,Hamilton,191,50,25.0
53467,799,Pakistan,Bangladesh,0,1,10,2.0,Mirpur,190,117,23.0
63224,928,England,West Indies,0,23,7,4.6,Kolkata,155,90,23.0
8121,98,Bangladesh,India,0,98,6,6.68,Colombo,139,32,24.0
17280,243,New Zealand,India,4,56,10,10.84,Auckland,203,89,24.0
24425,466,New Zealand,Sri Lanka,0,1,10,1.5,Johannesburg,164,116,24.0
58069,860,South Africa,Australia,1,155,7,8.3,Cape Town,178,8,19.0
